ID	DOCULECT	CONCEPT	CONCEPT_ID	GLOTTOLOG	WORD_IS	SEGMENTS_IS	SEGMENTS	COG	COGID
1306	Huangluo Younuo	walk (go)	92	youn1235	ŋ̩22	ŋ̩ 22	ŋ̩ ²²	92-1	277
1307	Northern Pa-Hng	walk (go)	92	pahn1237	ɲi33	ɲ i 33	ɲ i ³³	92-1	277
1308	Southern Pa-Hng	walk (go)	92	pahn1237	ɲɦı33	ɲɦ ı 33	ɲʱ i ³³	92-1	277
1309	Hm-Nai	walk (go)	92	wuna1248	m̩33	m̩ 33	m̥ ³³	92-1	277
1310	Western Xiangxi	warm (hot)	93	nort2748	ʆo3	ʆ o 3	ɕ o ³/	93-1	278
1311	Eastern Xiangxi	warm (hot)	93	east2371	kɯ53	k ɯ 53	k ɯ ⁵³	93-2	279
1312	Qiandong	warm (hot)	93	east2369	ʃʰǝu3	ʃʰ ǝ u 3	ɕʰ ǝ u ³/	93-1	278
1313	Western Xiangxi	water	94	nort2748	u1	u 1	u ¹/	94-1	280
1314	Eastern Xiangxi	water	94	east2371	ʋ53	ʋ 53	ʋ ⁵³	94-1	280
1315	Qiandong	water	94	east2369	ǝu1	ǝ u 1	ǝ u ¹/	94-1	280
1316	Chuanqiandian	water	94	nort3244	tle2	t l e 2	t l e ²/	94-2	281
1317	Diandongbei	water	94	larg1235	ao1	a o 1	a o ¹/	94-1	280
1318	Hmong Daw	water	94	hmon1333	ʼde2	ʼd e 2	ˀd e ²/	94-2	281
1319	Hmong Njua	water	94	hmon1264	ƛe5	ƛ e 5	tɬ e ⁵/	94-2	281
1320	Bunu	water	94	buna1273	aŋ1	a ŋ 1	a ŋ ¹/	94-1	280
1321	Baonao	water	94	buna1273	ɔŋ1	ɔ ŋ 1	ɔ ŋ ¹/	94-1	280
1322	Numao	water	94	numa1251	ou1	o u 1	o u ¹/	94-1	280
1323	Longhua Jiongnai	water	94	jion1236	ɔuŋ44	ɔ u ŋ 44	ɔ u ŋ ⁴⁴	94-1	280
1324	Liuxiang Jiongnai	water	94	jion1236	aŋ44	a ŋ 44	a ŋ ⁴⁴	94-1	280
1325	Xiaozhai Younuo	water	94	youn1235	ŋ̩33	ŋ̩ 33	ŋ̩ ³³	94-1	280
1326	Huangluo Younuo	water	94	youn1235	ŋ̩33	ŋ̩ 33	ŋ̩ ³³	94-1	280
1327	Northern Pa-Hng	water	94	pahn1237	aŋ35	a ŋ 35	a ŋ ³⁵	94-1	280
1328	Southern Pa-Hng	water	94	pahn1237	ɔ̃35	ɔ̃ 35	ɔ̃ ³⁵	94-1	280
1329	Hm-Nai	water	94	wuna1248	aŋ35	a ŋ 35	a ŋ ³⁵	94-1	280
1330	Western Xiangxi	we	95	nort2748	pɯ1	p ɯ 1	p ɯ ¹/	95-1	282
1331	Eastern Xiangxi	we	95	east2371	pʋ53	p ʋ 53	p ʋ ⁵³	95-1	282
1332	Qiandong	we	95	east2369	pi1	p i 1	p i ¹/	95-1	282
1333	Chuanqiandian	we	95	nort3244	pe1	p e 1	p e ¹/	95-1	282
1334	Diandongbei	we	95	larg1235	pi1	p i 1	p i ¹/	95-1	282
1335	Hmong Daw	we	95	hmon1333	pe1	p e 1	p e ¹/	95-1	282
1336	Hmong Njua	we	95	hmon1264	pe1	p e 1	p e ¹/	95-1	282
1337	Bunu	we	95	buna1273	pe1	p e 1	p e ¹/	95-1	282
1338	Baonao	we	95	buna1273	pey1	p e y 1	p e j ¹/	95-1	282
1339	Numao	we	95	numa1251	pɑ1	p ɑ 1	p ɑ ¹/	95-1	282
1340	Longhua Jiongnai	we	95	jion1236	pa44	p a 44	p a ⁴⁴	95-1	282
1341	Liuxiang Jiongnai	we	95	jion1236	pa44	p a 44	p a ⁴⁴	95-1	282
1342	Xiaozhai Younuo	we	95	youn1235	pou33	p o u 33	p o u ³³	95-1	282
1343	Huangluo Younuo	we	95	youn1235	pou33	p o u 33	p o u ³³	95-1	282
1344	Northern Pa-Hng	we	95	pahn1237	pu35	p u 35	p u ³⁵	95-1	282
1345	Southern Pa-Hng	we	95	pahn1237	pʉ35	p ʉ 35	p ʉ ³⁵	95-1	282
1346	Hm-Nai	we	95	wuna1248	waŋ22-kaŋ13	w a ŋ 22 - k a ŋ 13	w a ŋ ²² + k a ŋ ¹³	95-2	283
1347	Western Xiangxi	what	96	nort2748	qo1=ɳaŋ1	q o 1 = ɳ a ŋ 1	q o ¹/ + ɳ a ŋ ¹/	96-1	284
1348	Eastern Xiangxi	what	96	east2371	mɛ55-yɤ31	m ɛ 55 - y ɤ 31	m ɛ ⁵⁵ + j ɤ ³¹	96-2	285
1349	Qiandong	what	96	east2369	qei2=ʃi3	q e i 2 =ʃ i 3	q e i ²/ → ɕ i ³/	96-3	286
1350	Chuanqiandian	what	96	nort3244	lua6=c̢i5	l u a 6 = c̢ i 5	l u a ⁶/ + tʂ i ⁵/	96-3	286
1351	Diandongbei	what	96	larg1235	qa1=ši5	q a 1 = š i 5	q a ¹/ + ʃ i ⁵/	96-3	286
1352	Hmong Daw	what	96	hmon1333	ʼda1=či4	ʼd a 1 = č i 4	ˀd a ¹/ + tʃ i ⁴/	96-3	286
1353	Hmong Njua	what	96	hmon1264	ƛaŋ1=čɨ3	ƛ a ŋ 1 = č ɨ 3	tɬ a ŋ ¹/ + tʃ ɨ ³/	96-3	286
1354	Longhua Jiongnai	what	96	jion1236	laŋ44-ða35	l a ŋ 44 - ð a 35	l a ŋ ⁴⁴ + ð a ³⁵	96-4	287
1355	Liuxiang Jiongnai	what	96	jion1236	ney53-ʑã31	n e y 53 - ʑ ã 31	n e j ⁵³ + ʑ ã ³¹	96-5	288
1356	Xiaozhai Younuo	what	96	youn1235	kǝ33-li33	k ǝ 33 - l i 33	k ǝ ³³ + l i ³³	96-6	289
1357	Huangluo Younuo	what	96	youn1235	hoŋ13-nǝn33	h o ŋ 13 - n ǝ n 33	h o ŋ ¹³ + n ǝ n ³³	96-7	290
1358	Northern Pa-Hng	what	96	pahn1237	ka55-yaŋ53	k a 55 - y a ŋ 53	k a ⁵⁵ + j a ŋ ⁵³	96-8	291
1359	Southern Pa-Hng	what	96	pahn1237	qa35-yɔ̃53	q a 35 - y ɔ̃ 53	q a ³⁵ + j ɔ̃ ⁵³	96-8	291
1360	Hm-Nai	what	96	wuna1248	hou35=mpou33	h o u 35 = m p o u 33	h o u ³⁵ + m p o u ³³	96-9	292
1361	Western Xiangxi	white	97	nort2748	qu̯ɤ1	q u̯ ɤ 1	q w ɤ ¹/	97-1	293
1362	Eastern Xiangxi	white	97	east2371	qwa53	qw a 53	q w a ⁵³	97-1	293
1363	Qiandong	white	97	east2369	ɬu1	ɬ u 1	ɬ u ¹/	97-1	293
1364	Chuanqiandian	white	97	nort3244	tleu1	t l e u 1	t l e u ¹/	97-1	293
1365	Diandongbei	white	97	larg1235	ƛoey1-nci6-lie4	ƛ o e y 1 - n c i 6 - l i e 4	tɬ o e j ¹/ + n ts i ⁶/ + l i e ⁴/	97-1	293
1366	Hmong Daw	white	97	hmon1333	ʼdǝw1	ʼd ǝ w 1	ˀd ǝ w ¹/	97-1	293
1367	Hmong Njua	white	97	hmon1264	ƛaʉ1	ƛ a ʉ 1	tɬ a ʉ ¹/	97-1	293
1368	Bunu	white	97	buna1273	ƛo1	ƛ o 1	tɬ o ¹/	97-1	293
1369	Baonao	white	97	buna1273	ƛou1	ƛ o u 1	tɬ o u ¹/	97-1	293
1370	Numao	white	97	numa1251	ƛi̯o1	ƛ i̯ o 1	tɬ j o ¹/	97-1	293
1371	Longhua Jiongnai	white	97	jion1236	klau44	k l au 44	k l a u ⁴⁴	97-1	293
1372	Liuxiang Jiongnai	white	97	jion1236	klɔ44	k l ɔ 44	k l ɔ ⁴⁴	97-1	293
1373	Xiaozhai Younuo	white	97	youn1235	ki̯e33	k i̯ e 33	k j e ³³	97-1	293
1374	Huangluo Younuo	white	97	youn1235	ki̯u33	k i̯ u 33	k j u ³³	97-1	293
1375	Northern Pa-Hng	white	97	pahn1237	kɔ35	k ɔ 35	k ɔ ³⁵	97-1	293
1376	Southern Pa-Hng	white	97	pahn1237	kwɔ35	kw ɔ 35	k w ɔ ³⁵	97-1	293
1377	Hm-Nai	white	97	wuna1248	kwau35	kw au 35	k w a u ³⁵	97-1	293
1378	Western Xiangxi	who	98	nort2748	ɕi3-le1	ɕ i 3 - l e 1	tɕ i ³/ + l e ¹/	98-1	294
1379	Eastern Xiangxi	who	98	east2371	pɛ55	p ɛ 55	p ɛ ⁵⁵	98-2	295
1380	Qiandong	who	98	east2369	tɛ4=ʃi3	t ɛ 4 =ʃ i 3	t ɛ ⁴/ → ɕ i ³/	98-1	294
1381	Chuanqiandian	who	98	nort3244	lo1=ʔi5	l o 1 = ʔ i 5	l o ¹/ + ʔ i ⁵/	98-3	296
1382	Diandongbei	who	98	larg1235	qa3=tɨ4	q a 3 = t ɨ 4	q a ³/ + t ɨ ⁴/	98-4	297
1383	Hmong Daw	who	98	hmon1333	tɨ6	t ɨ 6	t ɨ ⁶/	98-4	297
1384	Hmong Njua	who	98	hmon1264	leŋ5=tʉ6	l e ŋ 5 = t ʉ 6	l e ŋ ⁵/ + t ʉ ⁶/	98-4	297
1385	Bunu	who	98	buna1273	po3=tau6	p o 3 = t au 6	p o ³/ + t a u ⁶/	98-4	297
1386	Baonao	who	98	buna1273	ey2=sey6	e y 2 =s e y 6	e j ²/ + s e j ⁶/	98-5	298
1387	Numao	who	98	numa1251	iu1=yi3	i u 1 = y i 3	i u ¹/ + j i ³/	98-1	294
1388	Longhua Jiongnai	who	98	jion1236	n̥a53	n̥ a 53	n̥ a ⁵³	98-6	299
1389	Liuxiang Jiongnai	who	98	jion1236	n̥a35	n̥ a 35	n̥ a ³⁵	98-6	299
1390	Xiaozhai Younuo	who	98	youn1235	a53-nɔ13	a 53 - n ɔ 13	a ⁵³ + n ɔ ¹³	98-7	300
1391	Huangluo Younuo	who	98	youn1235	kǝ33-lou13	k ǝ 33 - l o u 13	k ǝ ³³ + l o u ¹³	98-8	301
1392	Northern Pa-Hng	who	98	pahn1237	ti31-lɛ33	t i 31 - l ɛ 33	t i ³¹ + l ɛ ³³	98-4	297
1393	Southern Pa-Hng	who	98	pahn1237	ti44-lɦɛ̃33	t i 44 - lɦ ɛ̃ 33	t i ⁴⁴ + lʱ ɛ̃ ³³	98-4	297
1394	Hm-Nai	who	98	wuna1248	ti35-nai33	t i 35 - n a i 33	t i ³⁵ + n a i ³³	98-4	297
1516	Western Xiangxi	wind	108	nort2748	ki5	k i 5	k i ⁵/	108-1	22
1517	Eastern Xiangxi	wind	108	east2371	ɕi31	ɕ i 31	tɕ i ³¹	108-1	22
1518	Qiandong	wind	108	east2369	ɕen5	ɕ e n 5	tɕ e n ⁵/	108-1	22
1519	Chuanqiandian	wind	108	nort3244	ɕua5	ɕ u a 5	tɕ u a ⁵/	108-1	22
1520	Diandongbei	wind	108	larg1235	ɕa5	ɕ a 5	tɕ a ⁵/	108-1	22
1521	Hmong Daw	wind	108	hmon1333	ɕu̯ǝ4	ɕ u̯ ǝ 4	tɕ w ǝ ⁴/	108-1	22
1522	Hmong Njua	wind	108	hmon1264	ɕu̯a3	ɕ u̯ a 3	tɕ w a ³/	108-1	22
1523	Bunu	wind	108	buna1273	ka3=ɕi5	k a 3 =ɕ i 5	k a ³/ + tɕ i ⁵/	108-1	22
1524	Baonao	wind	108	buna1273	ɕi5	ɕ i 5	tɕ i ⁵/	108-1	22
1525	Numao	wind	108	numa1251	ɕi5	ɕ i 5	tɕ i ⁵/	108-1	22
1526	Longhua Jiongnai	wind	108	jion1236	či35	č i 35	tʃ i ³⁵	108-1	22
1527	Liuxiang Jiongnai	wind	108	jion1236	či22	č i 22	tʃ i ²²	108-1	22
1528	Xiaozhai Younuo	wind	108	youn1235	ki35	k i 35	k i ³⁵	108-1	22
1529	Huangluo Younuo	wind	108	youn1235	ki53	k i 53	k i ⁵³	108-1	22
1530	Northern Pa-Hng	wind	108	pahn1237	aŋ35=ɕi55	a ŋ 35 =ɕ i 55	a ŋ ³⁵ + tɕ i ⁵⁵	108-1	22
1531	Southern Pa-Hng	wind	108	pahn1237	ɔ̃35=ɕi55	ɔ̃ 35 =ɕ i 55	ɔ̃ ³⁵ + tɕ i ⁵⁵	108-1	22
1532	Hm-Nai	wind	108	wuna1248	aŋ35=ɕi55	a ŋ 35 =ɕ i 55	a ŋ ³⁵ + tɕ i ⁵⁵	108-1	22
1395	Western Xiangxi	woman	99	nort2748	qo1=mpʰa3	q o 1 = m pʰ a 3	q o ¹/ + m pʰ a ³/	99-1	302
1396	Eastern Xiangxi	woman	99	east2371	qei35=pʰa35	q e i 35 = pʰ a 35	q e i ³⁵ + pʰ a ³⁵	99-1	302
1397	Qiandong	woman	99	east2369	a3	a 3	a ³/	99-2	303
1398	Chuanqiandian	woman	99	nort3244	po2	p o 2	p o ²/	99-3	304
1399	Diandongbei	woman	99	larg1235	a5=po2	a 5 = p o 2	a ⁵/ + p o ²/	99-3	304
1400	Hmong Daw	woman	99	hmon1333	pɔ2-ni̯a7	p ɔ 2 - n i̯ a 7	p ɔ ²/ + n j a ⁷/	99-3	304
1401	Hmong Njua	woman	99	hmon1264	qu̯a4=pu5	q u̯ a 4 = p u 5	q w a ⁴/ + p u ⁵/	99-3	304
1533	Western Xiangxi	worm	109	nort2748	ta1=kin1	t a 1 = k i n 1	t a ¹/ + k i n ¹/	109-1	23
1534	Eastern Xiangxi	worm	109	east2371	ɕi53	ɕ i 53	tɕ i ⁵³	109-1	23
1535	Qiandong	worm	109	east2369	kaŋ1	k a ŋ 1	k a ŋ ¹/	109-1	23
1536	Chuanqiandian	worm	109	nort3244	kaŋ1	k a ŋ 1	k a ŋ ¹/	109-1	23
1537	Diandongbei	worm	109	larg1235	pi1=kaɯ1	p i 1 = k a ɯ 1	p i ¹/ + k a ɯ ¹/	109-1	23
1538	Hmong Daw	worm	109	hmon1333	ɕu̯ǝ4-na1	ɕ u̯ ǝ 4 - n a 1	tɕ w ǝ ⁴/ + n a ¹/	109-2	24
1539	Hmong Njua	worm	109	hmon1264	kaŋ4	k a ŋ 4	k a ŋ ⁴/	109-1	23
1540	Bunu	worm	109	buna1273	ka1=ɕɔŋ1	k a 1 =ɕ ɔ ŋ 1	k a ¹/ + tɕ ɔ ŋ ¹/	109-3	25
1541	Baonao	worm	109	buna1273	ɕey1=ŋi̯a5	ɕ e y 1 = ŋ i̯ a 5	tɕ e j ¹/ + ŋ j a ⁵/	109-2	24
1542	Numao	worm	109	numa1251	ŋkɑu4	ŋ k ɑ u 4	ŋ k ɑ u ⁴/	109-4	26
1543	Longhua Jiongnai	worm	109	jion1236	ka44=ʑaŋ44	k a 44 =ʑ a ŋ 44	k a ⁴⁴ → ʑ a ŋ ⁴⁴	109-5	27
1544	Liuxiang Jiongnai	worm	109	jion1236	kɛ44=ʑaŋ44	k ɛ 44 =ʑ a ŋ 44	k ɛ ⁴⁴ → ʑ a ŋ ⁴⁴	109-5	27
1545	Xiaozhai Younuo	worm	109	youn1235	ki13=ki̯aŋ33	k i 13 = k i̯ a ŋ 33	k i ¹³ + k j a ŋ ³³	109-1	23
1546	Huangluo Younuo	worm	109	youn1235	ki13=ki̯aŋ33	k i 13 = k i̯ a ŋ 33	k i ¹³ + k j a ŋ ³³	109-1	23
1547	Northern Pa-Hng	worm	109	pahn1237	qa22=yoŋ35	q a 22 = y o ŋ 35	q a ²² + j o ŋ ³⁵	109-6	28
1548	Southern Pa-Hng	worm	109	pahn1237	qɤ35=yõ35	q ɤ 35 = y õ 35	q ɤ ³⁵ + j õ ³⁵	109-6	28
1549	Hm-Nai	worm	109	wuna1248	qei35=ɕuŋ35	q e i 35 =ɕ u ŋ 35	q e i ³⁵ + tɕ u ŋ ³⁵	109-3	25
1550	Western Xiangxi	year	110	nort2748	ɕu5	ɕ u 5	tɕ u ⁵/	110-1	38
1551	Eastern Xiangxi	year	110	east2371	cɔ31	c ɔ 31	ts ɔ ³¹	110-1	38
1552	Qiandong	year	110	east2369	n̥ʰiu5	n̥ʰ i u 5	n̥ʰ i u ⁵/	110-2	39
1553	Chuanqiandian	year	110	nort3244	ʆoŋ5	ʆ o ŋ 5	ɕ o ŋ ⁵/	110-1	38
1554	Diandongbei	year	110	larg1235	ʆao7	ʆ a o 7	ɕ a o ⁷/	110-1	38
1555	Hmong Daw	year	110	hmon1333	ʆõ4	ʆ õ 4	ɕ õ ⁴/	110-1	38
1556	Hmong Njua	year	110	hmon1264	ʆoŋ3	ʆ o ŋ 3	ɕ o ŋ ³/	110-1	38
1557	Bunu	year	110	buna1273	saŋ5	s a ŋ 5	s a ŋ ⁵/	110-1	38
1558	Baonao	year	110	buna1273	sɔŋ5	s ɔ ŋ 5	s ɔ ŋ ⁵/	110-1	38
1559	Numao	year	110	numa1251	ci̯ou5	c i̯ o u 5	ts j o u ⁵/	110-1	38
1560	Longhua Jiongnai	year	110	jion1236	ɲ̥ɔuŋ35	ɲ̥ ɔ u ŋ 35	ɲ̥ ɔ u ŋ ³⁵	110-2	39
1561	Liuxiang Jiongnai	year	110	jion1236	ɲ̥ɔ22	ɲ̥ ɔ 22	ɲ̥ ɔ ²²	110-2	39
1562	Xiaozhai Younuo	year	110	youn1235	ti̯uŋ35	t i̯ u ŋ 35	t j u ŋ ³⁵	110-3	40
1563	Huangluo Younuo	year	110	youn1235	ti̯uŋ53	t i̯ u ŋ 53	t j u ŋ ⁵³	110-3	40
1564	Northern Pa-Hng	year	110	pahn1237	ɕaŋ55	ɕ a ŋ 55	tɕ a ŋ ⁵⁵	110-1	38
1565	Southern Pa-Hng	year	110	pahn1237	ɕɔ̃55	ɕ ɔ̃ 55	tɕ ɔ̃ ⁵⁵	110-1	38
1566	Hm-Nai	year	110	wuna1248	ɕuŋ55	ɕ u ŋ 55	tɕ u ŋ ⁵⁵	110-1	38
1402	Western Xiangxi	yellow	100	nort2748	qu̯en2	q u̯ e n 2	q w e n ²/	100-1	9
1403	Eastern Xiangxi	yellow	100	east2371	gwɛ31	gw ɛ 31	g w ɛ ³¹	100-1	9
1404	Qiandong	yellow	100	east2369	faŋ2	f a ŋ 2	f a ŋ ²/	100-1	9
1405	Chuanqiandian	yellow	100	nort3244	tlaŋ2	t l a ŋ 2	t l a ŋ ²/	100-1	9
1406	Diandongbei	yellow	100	larg1235	vaɯ2	v a ɯ 2	v a ɯ ²/	100-1	9
1407	Hmong Daw	yellow	100	hmon1333	ʼda2	ʼd a 2	ˀd a ²/	100-1	9
1408	Hmong Njua	yellow	100	hmon1264	ƛaŋ5	ƛ a ŋ 5	tɬ a ŋ ⁵/	100-1	9
1409	Bunu	yellow	100	buna1273	kwen2	kw e n 2	k w e n ²/	100-1	9
1410	Baonao	yellow	100	buna1273	kwa2	kw a 2	k w a ²/	100-1	9
1411	Numao	yellow	100	numa1251	kuɑn2 ~ ʔpan2	ʔ p a n 2	ʔ p a n ²/	100-1	9
1412	Longhua Jiongnai	yellow	100	jion1236	kwen33	kw e n 33	k w e n ³³	100-1	9
1413	Liuxiang Jiongnai	yellow	100	jion1236	kwan31	kw a n 31	k w a n ³¹	100-1	9
1414	Xiaozhai Younuo	yellow	100	youn1235	kwǝn13	kw ǝ n 13	k w ǝ n ¹³	100-1	9
1415	Huangluo Younuo	yellow	100	youn1235	kwǝn13	kw ǝ n 13	k w ǝ n ¹³	100-1	9
1416	Northern Pa-Hng	yellow	100	pahn1237	kwei33	kw e i 33	k w e i ³³	100-1	9
1417	Southern Pa-Hng	yellow	100	pahn1237	kɦwɤ33	kɦ w ɤ 33	kʰ w ɤ ³³	100-1	9
1418	Hm-Nai	yellow	100	wuna1248	kwei33	kw e i 33	k w e i ³³	100-1	9
